Date,No_of_calls_from_commercial_card,No_of_calls_from_retail_card,No_of_calls_from_student_card
2020-07-28,1454.0,2199.0,4447.0
2020-07-29,1259.0,1904.0,3907.0
2020-07-30,1307.0,1979.0,3975.0
2020-07-31,1136.0,1722.0,3501.0
2020-08-01,432.0,667.0,1398.0
2020-08-02,246.0,383.0,834.0
2020-08-03,1752.0,2630.0,5348.0
2020-08-04,1457.0,2190.0,4470.0
2020-08-05,1247.0,1872.0,3819.0
2020-08-06,1364.0,2057.0,4156.0
2020-08-07,1095.0,1657.0,3346.0
2020-08-08,338.0,520.0,1071.0
2020-08-09,275.0,417.0,906.0
2020-08-10,1365.0,2062.0,4155.0
2020-08-11,1396.0,2114.0,4263.0
2020-08-12,1340.0,2020.0,4098.0
2020-08-13,1291.0,1937.0,3945.0
2020-08-14,1217.0,1839.0,3716.0
2020-08-15,299.0,465.0,1021.0
2020-08-16,237.0,359.0,737.0
2020-08-17,1453.0,2193.0,4428.0
2020-08-18,1257.0,1889.0,3842.0
2020-08-19,1321.0,2001.0,4062.0
2020-08-20,1345.0,2029.0,4063.0
2020-08-21,1170.0,1775.0,3612.0
2020-08-22,330.0,515.0,1072.0
2020-08-23,238.0,373.0,837.0
2020-08-24,1438.0,2168.0,4423.0
2020-08-25,1295.0,1954.0,3945.0
2020-08-26,1322.0,2001.0,4043.0
2020-08-27,1312.0,1978.0,3968.0
2020-08-28,1292.0,1956.0,3929.0
2020-08-29,339.0,509.0,1045.0
2020-08-30,271.0,425.0,933.0
2020-08-31,1580.0,2390.0,4858.0
2020-09-01,1623.0,2450.0,4962.0
2020-09-02,1315.0,1979.0,4023.0
2020-09-03,1379.0,2081.0,4170.0
2020-09-04,1173.0,1779.0,3617.0
2020-09-05,288.0,450.0,960.0
2020-09-06,213.0,330.0,705.0
2020-09-07,194.0,309.0,693.0
2020-09-08,1455.0,2187.0,4429.0
2020-09-09,1355.0,2041.0,4166.0
2020-09-10,1382.0,2078.0,4210.0
2020-09-11,1216.0,1832.0,3740.0
2020-09-12,301.0,455.0,929.0
2020-09-13,279.0,420.0,870.0
2020-09-14,1310.0,1966.0,3996.0
2020-09-15,1394.0,2111.0,4233.0
2020-09-16,1293.0,1952.0,3921.0
2020-09-17,1209.0,1831.0,3671.0
2020-09-18,1059.0,1600.0,3266.0
2020-09-19,326.0,491.0,998.0
2020-09-20,260.0,390.0,822.0
2020-09-21,1413.0,2129.0,4353.0
2020-09-22,1414.0,2131.0,4286.0
2020-09-23,1415.0,2128.0,4332.0
2020-09-24,1332.0,2003.0,4037.0
2020-09-25,1245.0,1868.0,3786.0
2020-09-26,341.0,515.0,1083.0
2020-09-27,293.0,453.0,920.0
2020-09-28,1555.0,2338.0,4729.0
2020-09-29,1471.0,2220.0,4474.0
2020-09-30,1451.0,2196.0,4447.0
2020-10-01,1568.0,2365.0,4809.0
2020-10-02,1269.0,1914.0,3870.0
2020-10-03,300.0,460.0,926.0
2020-10-04,303.0,455.0,916.0
2020-10-05,1601.0,2419.0,4925.0
2020-10-06,1461.0,2197.0,4490.0
2020-10-07,1435.0,2153.0,4398.0
2020-10-08,1273.0,1913.0,3828.0
2020-10-09,1136.0,1709.0,3515.0
2020-10-10,316.0,479.0,979.0
2020-10-11,247.0,384.0,808.0
2020-10-12,1243.0,1878.0,3796.0
2020-10-13,1326.0,2008.0,4040.0
2020-10-14,1392.0,2108.0,4239.0
2020-10-15,1344.0,2017.0,4095.0
2020-10-16,1307.0,1962.0,3976.0
2020-10-17,351.0,533.0,1152.0
2020-10-18,293.0,446.0,918.0
2020-10-19,1490.0,2240.0,4572.0
2020-10-20,1513.0,2283.0,4597.0
2020-10-21,1545.0,2318.0,4713.0
2020-10-22,1549.0,2329.0,4748.0
2020-10-23,1331.0,2007.0,4021.0
2020-10-24,353.0,543.0,1163.0
2020-10-25,240.0,365.0,812.0
2020-10-26,1534.0,2314.0,4655.0
2020-10-27,1605.0,2423.0,4944.0
2020-10-28,1614.0,2428.0,4899.0
2020-10-29,1522.0,2294.0,4666.0
2020-10-30,1355.0,2052.0,4119.0
2020-10-31,363.0,564.0,1135.0
2020-11-01,283.0,429.0,947.0
2020-11-02,1753.0,2643.0,5351.0
2020-11-03,1466.0,2207.0,4436.0
2020-11-04,1377.0,2075.0,4164.0
2020-11-05,1375.0,2082.0,4199.0
2020-11-06,1211.0,1828.0,3729.0
2020-11-07,298.0,451.0,926.0
2020-11-08,259.0,398.0,870.0
2020-11-09,1462.0,2203.0,4439.0
2020-11-10,1380.0,2089.0,4194.0
2020-11-11,1110.0,1669.0,3376.0
2020-11-12,1403.0,2118.0,4331.0
2020-11-13,1153.0,1730.0,3473.0
2020-11-14,311.0,485.0,1014.0
2020-11-15,237.0,367.0,784.0
2020-11-16,1641.0,2466.0,5009.0
2020-11-17,1556.0,2343.0,4754.0
2020-11-18,1502.0,2266.0,4595.0
2020-11-19,1352.0,2037.0,4165.0
2020-11-20,1399.0,2101.0,4278.0
2020-11-21,356.0,534.0,1075.0
2020-11-22,242.0,375.0,809.0
2020-11-23,1492.0,2243.0,4524.0
2020-11-24,1457.0,2192.0,4430.0
2020-11-25,1237.0,1861.0,3821.0
2020-11-26,112.0,186.0,418.0
2020-11-27,423.0,636.0,1334.0
2020-11-28,301.0,463.0,996.0
2020-11-29,243.0,380.0,775.0
2020-11-30,1700.0,2552.0,5120.0
2020-12-01,1691.0,2538.0,5134.0
2020-12-02,1528.0,2295.0,4617.0
2020-12-03,1464.0,2206.0,4495.0
2020-12-04,1231.0,1854.0,3765.0
2020-12-05,343.0,519.0,1079.0
2020-12-06,250.0,390.0,858.0
2020-12-07,1548.0,2337.0,4713.0
2020-12-08,1439.0,2169.0,4403.0
2020-12-09,1463.0,2204.0,4492.0
2020-12-10,1295.0,1951.0,3961.0
2020-12-11,1203.0,1817.0,3668.0
2020-12-12,284.0,436.0,875.0
2020-12-13,237.0,371.0,810.0
2020-12-14,1340.0,2024.0,4092.0
2020-12-15,1350.0,2030.0,4080.0
2020-12-16,1494.0,2243.0,4538.0
2020-12-17,1447.0,2178.0,4430.0
2020-12-18,1201.0,1820.0,3692.0
2020-12-19,341.0,519.0,1125.0
2020-12-20,229.0,345.0,766.0
2020-12-21,1347.0,2024.0,4143.0
2020-12-22,1212.0,1822.0,3691.0
2020-12-23,1023.0,1537.0,3164.0
2020-12-24,415.0,640.0,1338.0
2020-12-25,60.0,90.0,278.0
2020-12-26,239.0,365.0,827.0
2020-12-27,178.0,268.0,634.0
2020-12-28,1110.0,1683.0,3441.0
2020-12-29,1109.0,1673.0,3368.0
2020-12-30,1018.0,1535.0,3103.0
2020-12-31,694.0,1050.0,2122.0
2021-01-01,98.0,155.0,334.0
2021-01-02,316.0,489.0,989.0
2021-01-03,233.0,350.0,783.0
2021-01-04,1615.0,2423.0,4895.0
2021-01-05,1470.0,2220.0,4531.0
2021-01-06,1272.0,1915.0,3870.0
2021-01-07,1197.0,1813.0,3717.0
2021-01-08,1167.0,1751.0,3542.0
2021-01-09,280.0,432.0,958.0
2021-01-10,213.0,331.0,664.0
2021-01-11,1252.0,1891.0,3787.0
2021-01-12,1219.0,1832.0,3697.0
2021-01-13,1198.0,1797.0,3601.0
2021-01-14,1196.0,1810.0,3711.0
2021-01-15,1117.0,1686.0,3460.0
2021-01-16,301.0,458.0,977.0
2021-01-17,211.0,325.0,745.0
2021-01-18,896.0,1349.0,2715.0
2021-01-19,1346.0,2030.0,4064.0
2021-01-20,1271.0,1914.0,3854.0
2021-01-21,1235.0,1871.0,3792.0
2021-01-22,1115.0,1675.0,3354.0
2021-01-23,319.0,490.0,1003.0
2021-01-24,243.0,379.0,779.0
2021-01-25,1379.0,2086.0,4241.0
2021-01-26,1341.0,2025.0,4054.0
2021-01-27,1342.0,2015.0,4056.0
2021-01-28,1241.0,1871.0,3761.0
2021-01-29,1055.0,1593.0,3229.0
2021-01-30,335.0,513.0,1110.0
2021-01-31,249.0,383.0,841.0
2021-02-01,1378.0,2071.0,4176.0
2021-02-02,1406.0,2112.0,4312.0
2021-02-03,1375.0,2077.0,4219.0
2021-02-04,1382.0,2077.0,4192.0
2021-02-05,1246.0,1874.0,3757.0
2021-02-06,348.0,536.0,1152.0
2021-02-07,195.0,298.0,611.0
2021-02-08,1265.0,1903.0,3868.0
2021-02-09,1182.0,1786.0,3663.0
2021-02-10,1187.0,1786.0,3657.0
2021-02-11,1194.0,1791.0,3591.0
2021-02-12,996.0,1510.0,3064.0
2021-02-13,321.0,484.0,1032.0
2021-02-14,227.0,342.0,729.0
2021-02-15,739.0,1122.0,2291.0
2021-02-16,1189.0,1803.0,3700.0
2021-02-17,1086.0,1642.0,3352.0
2021-02-18,1075.0,1621.0,3293.0
2021-02-19,1064.0,1601.0,3241.0
2021-02-20,314.0,480.0,1034.0
2021-02-21,240.0,378.0,779.0
2021-02-22,1297.0,1964.0,3993.0
2021-02-23,1363.0,2059.0,4140.0
2021-02-24,1247.0,1882.0,3853.0
2021-02-25,1221.0,1835.0,3731.0
2021-02-26,1272.0,1915.0,3872.0
2021-02-27,289.0,434.0,912.0
2021-02-28,243.0,368.0,809.0
2021-03-01,1400.0,2101.0,4273.0
2021-03-02,1441.0,2176.0,4352.0
2021-03-03,1354.0,2036.0,4119.0
2021-03-04,1195.0,1807.0,3679.0
2021-03-05,1150.0,1736.0,3544.0
2021-03-06,312.0,484.0,1018.0
2021-03-07,249.0,374.0,782.0
2021-03-08,1223.0,1851.0,3703.0
2021-03-09,1250.0,1881.0,3793.0
2021-03-10,1186.0,1791.0,3595.0
2021-03-11,1221.0,1833.0,3725.0
2021-03-12,1267.0,1906.0,3844.0
2021-03-13,326.0,490.0,1008.0
2021-03-14,286.0,433.0,898.0
2021-03-15,1560.0,2352.0,4777.0
2021-03-16,1453.0,2188.0,4429.0
2021-03-17,1393.0,2106.0,4261.0
2021-03-18,1283.0,1932.0,3949.0
2021-03-19,1049.0,1575.0,3173.0
2021-03-20,302.0,462.0,928.0
2021-03-21,234.0,354.0,727.0
2021-03-22,1613.0,2422.0,4860.0
2021-03-23,1412.0,2138.0,4288.0
2021-03-24,1304.0,1967.0,3937.0
2021-03-25,1313.0,1985.0,4053.0
2021-03-26,1260.0,1900.0,3847.0
2021-03-27,325.0,495.0,1026.0
2021-03-28,255.0,398.0,886.0
2021-03-29,1455.0,2190.0,4435.0
2021-03-30,1346.0,2036.0,4163.0
2021-03-31,1334.0,2003.0,4105.0
2021-04-01,1374.0,2073.0,4171.0
2021-04-02,963.0,1451.0,2954.0
2021-04-03,249.0,374.0,766.0
2021-04-04,150.0,242.0,548.0
2021-04-05,1389.0,2084.0,4248.0
2021-04-06,1380.0,2074.0,4164.0
2021-04-07,1232.0,1852.0,3792.0
2021-04-08,1170.0,1766.0,3556.0
2021-04-09,1036.0,1568.0,3218.0
2021-04-10,289.0,439.0,920.0
2021-04-11,193.0,305.0,651.0
2021-04-12,1285.0,1937.0,3876.0
2021-04-13,1171.0,1762.0,3545.0
2021-04-14,1171.0,1773.0,3612.0
2021-04-15,1230.0,1850.0,3798.0
2021-04-16,1159.0,1739.0,3487.0
2021-04-17,300.0,462.0,959.0
2021-04-18,210.0,330.0,717.0
2021-04-19,1274.0,1928.0,3938.0
2021-04-20,1291.0,1944.0,3949.0
2021-04-21,1283.0,1929.0,3865.0
2021-04-22,1210.0,1824.0,3661.0
2021-04-23,1058.0,1587.0,3211.0
2021-04-24,261.0,399.0,836.0
2021-04-25,229.0,344.0,770.0
2021-04-26,1392.0,2094.0,4278.0
2021-04-27,1336.0,2014.0,4038.0
2021-04-28,1220.0,1831.0,3737.0
2021-04-29,1094.0,1661.0,3391.0
2021-04-30,1119.0,1689.0,3440.0
2021-05-01,262.0,404.0,861.0
2021-05-02,212.0,329.0,711.0
2021-05-03,1150.0,1735.0,3519.0
2021-05-04,1098.0,1658.0,3364.0
2021-05-05,1067.0,1610.0,3270.0
2021-05-06,1051.0,1586.0,3223.0
2021-05-07,903.0,1365.0,2779.0
2021-05-08,221.0,342.0,738.0
2021-05-09,177.0,275.0,604.0
2021-05-10,1058.0,1596.0,3242.0
2021-05-11,1001.0,1511.0,3071.0
2021-05-12,942.0,1423.0,2896.0
2021-05-13,940.0,1419.0,2889.0
2021-05-14,808.0,1223.0,2496.0
2021-05-15,152.0,238.0,529.0
2021-05-16,109.0,174.0,402.0
2021-05-17,906.0,1369.0,2788.0
2021-05-18,872.0,1318.0,2684.0
2021-05-19,759.0,1148.0,2346.0
2021-05-20,787.0,1191.0,2432.0
2021-05-21,734.0,1111.0,2273.0
2021-05-22,35.0,62.0,178.0
2021-05-23,-70.0,-95.0,-137.0
2021-05-24,587.0,890.0,1829.0
2021-05-25,678.0,1027.0,2104.0
2021-05-26,554.0,841.0,1733.0
2021-05-27,585.0,887.0,1826.0
2021-05-28,684.0,1036.0,2123.0
2021-05-29,-104.0,-147.0,-239.0
2021-05-30,-37.0,-46.0,-38.0
2021-05-31,814.0,1230.0,2513.0
2021-06-01,1096.0,1654.0,3359.0
2021-06-02,1089.0,1644.0,3339.0
2021-06-03,1083.0,1634.0,3319.0
2021-06-04,1009.0,1524.0,3099.0
2021-06-05,508.0,771.0,1596.0
2021-06-06,1079.0,1628.0,3309.0
2021-06-07,1361.0,2051.0,4153.0
2021-06-08,1478.0,2227.0,4505.0
2021-06-09,1527.0,2301.0,4652.0
2021-06-10,1561.0,2351.0,4752.0
2021-06-11,1598.0,2407.0,4863.0
2021-06-12,1581.0,2382.0,4815.0
2021-06-13,1668.0,2513.0,5075.0
2021-06-14,1725.0,2598.0,5245.0
2021-06-15,1768.0,2663.0,5375.0
2021-06-16,1799.0,2709.0,5467.0
2021-06-17,1824.0,2747.0,5543.0
2021-06-18,1846.0,2779.0,5607.0
2021-06-19,1865.0,2807.0,5664.0
2021-06-20,1881.0,2831.0,5712.0
2021-06-21,1894.0,2851.0,5750.0
2021-06-22,1903.0,2865.0,5779.0
2021-06-23,1911.0,2877.0,5802.0
2021-06-24,1917.0,2885.0,5820.0
2021-06-25,1922.0,2893.0,5834.0
2021-06-26,1925.0,2898.0,5845.0
2021-06-27,1928.0,2902.0,5853.0
2021-06-28,1930.0,2905.0,5860.0
2021-06-29,1932.0,2908.0,5865.0
2021-06-30,1933.0,2910.0,5869.0
2021-07-01,1934.0,2911.0,5872.0
2021-07-02,1935.0,2913.0,5874.0
2021-07-03,1935.0,2913.0,5876.0
2021-07-04,1936.0,2914.0,5877.0
2021-07-05,1936.0,2915.0,5878.0
2021-07-06,1937.0,2915.0,5879.0
2021-07-07,1937.0,2916.0,5880.0
2021-07-08,1937.0,2916.0,5881.0
2021-07-09,1937.0,2916.0,5881.0
2021-07-10,1937.0,2916.0,5881.0
2021-07-11,1937.0,2916.0,5882.0
2021-07-12,1937.0,2916.0,5882.0
2021-07-13,1938.0,2917.0,5882.0
2021-07-14,1938.0,2917.0,5882.0
2021-07-15,1938.0,2917.0,5882.0
2021-07-16,1938.0,2917.0,5882.0
2021-07-17,1938.0,2917.0,5882.0
2021-07-18,1938.0,2917.0,5882.0
2021-07-19,1938.0,2917.0,5882.0
2021-07-20,1938.0,2917.0,5882.0
2021-07-21,1938.0,2917.0,5882.0
2021-07-22,1938.0,2917.0,5882.0
2021-07-23,1938.0,2917.0,5882.0
2021-07-24,1938.0,2917.0,5883.0
2021-07-25,1938.0,2917.0,5883.0
2021-07-26,1938.0,2917.0,5883.0
2021-07-27,1938.0,2917.0,5883.0
2021-07-28,1938.0,2917.0,5883.0
2021-07-29,1938.0,2917.0,5883.0
2021-07-30,1938.0,2917.0,5883.0
2021-07-31,1938.0,2917.0,5883.0
