Date,No_of_calls_from_commercial_card,No_of_calls_from_retail_card,No_of_calls_from_student_card
7/28/2020,1454.0,2199.0,4447.0
7/29/2020,1259.0,1904.0,3907.0
7/30/2020,1307.0,1979.0,3975.0
7/31/2020,1136.0,1722.0,3501.0
8/1/2020,432.0,667.0,1398.0
8/2/2020,246.0,383.0,834.0
8/3/2020,1752.0,2630.0,5348.0
8/4/2020,1457.0,2190.0,4470.0
8/5/2020,1247.0,1872.0,3819.0
8/6/2020,1364.0,2057.0,4156.0
8/7/2020,1095.0,1657.0,3346.0
8/8/2020,338.0,520.0,1071.0
8/9/2020,275.0,417.0,906.0
8/10/2020,1365.0,2062.0,4155.0
8/11/2020,1396.0,2114.0,4263.0
8/12/2020,1340.0,2020.0,4098.0
8/13/2020,1291.0,1937.0,3945.0
8/14/2020,1217.0,1839.0,3716.0
8/15/2020,299.0,465.0,1021.0
8/16/2020,237.0,359.0,737.0
8/17/2020,1453.0,2193.0,4428.0
8/18/2020,1257.0,1889.0,3842.0
8/19/2020,1321.0,2001.0,4062.0
8/20/2020,1345.0,2029.0,4063.0
8/21/2020,1170.0,1775.0,3612.0
8/22/2020,330.0,515.0,1072.0
8/23/2020,238.0,373.0,837.0
8/24/2020,1438.0,2168.0,4423.0
8/25/2020,1295.0,1954.0,3945.0
8/26/2020,1322.0,2001.0,4043.0
8/27/2020,1312.0,1978.0,3968.0
8/28/2020,1292.0,1956.0,3929.0
8/29/2020,339.0,509.0,1045.0
8/30/2020,271.0,425.0,933.0
8/31/2020,1580.0,2390.0,4858.0
9/1/2020,1623.0,2450.0,4962.0
9/2/2020,1315.0,1979.0,4023.0
9/3/2020,1379.0,2081.0,4170.0
9/4/2020,1173.0,1779.0,3617.0
9/5/2020,288.0,450.0,960.0
9/6/2020,213.0,330.0,705.0
9/7/2020,194.0,309.0,693.0
9/8/2020,1455.0,2187.0,4429.0
9/9/2020,1355.0,2041.0,4166.0
9/10/2020,1382.0,2078.0,4210.0
9/11/2020,1216.0,1832.0,3740.0
9/12/2020,301.0,455.0,929.0
9/13/2020,279.0,420.0,870.0
9/14/2020,1310.0,1966.0,3996.0
9/15/2020,1394.0,2111.0,4233.0
9/16/2020,1293.0,1952.0,3921.0
9/17/2020,1209.0,1831.0,3671.0
9/18/2020,1059.0,1600.0,3266.0
9/19/2020,326.0,491.0,998.0
9/20/2020,260.0,390.0,822.0
9/21/2020,1413.0,2129.0,4353.0
9/22/2020,1414.0,2131.0,4286.0
9/23/2020,1415.0,2128.0,4332.0
9/24/2020,1332.0,2003.0,4037.0
9/25/2020,1245.0,1868.0,3786.0
9/26/2020,341.0,515.0,1083.0
9/27/2020,293.0,453.0,920.0
9/28/2020,1555.0,2338.0,4729.0
9/29/2020,1471.0,2220.0,4474.0
9/30/2020,1451.0,2196.0,4447.0
10/1/2020,1568.0,2365.0,4809.0
10/2/2020,1269.0,1914.0,3870.0
10/3/2020,300.0,460.0,926.0
10/4/2020,303.0,455.0,916.0
10/5/2020,1601.0,2419.0,4925.0
10/6/2020,1461.0,2197.0,4490.0
10/7/2020,1435.0,2153.0,4398.0
10/8/2020,1273.0,1913.0,3828.0
10/9/2020,1136.0,1709.0,3515.0
10/10/2020,316.0,479.0,979.0
10/11/2020,247.0,384.0,808.0
10/12/2020,1243.0,1878.0,3796.0
10/13/2020,1326.0,2008.0,4040.0
10/14/2020,1392.0,2108.0,4239.0
10/15/2020,1344.0,2017.0,4095.0
10/16/2020,1307.0,1962.0,3976.0
10/17/2020,351.0,533.0,1152.0
10/18/2020,293.0,446.0,918.0
10/19/2020,1490.0,2240.0,4572.0
10/20/2020,1513.0,2283.0,4597.0
10/21/2020,1545.0,2318.0,4713.0
10/22/2020,1549.0,2329.0,4748.0
10/23/2020,1331.0,2007.0,4021.0
10/24/2020,353.0,543.0,1163.0
10/25/2020,240.0,365.0,812.0
10/26/2020,1534.0,2314.0,4655.0
10/27/2020,1605.0,2423.0,4944.0
10/28/2020,1614.0,2428.0,4899.0
10/29/2020,1522.0,2294.0,4666.0
10/30/2020,1355.0,2052.0,4119.0
10/31/2020,363.0,564.0,1135.0
11/1/2020,283.0,429.0,947.0
11/2/2020,1753.0,2643.0,5351.0
11/3/2020,1466.0,2207.0,4436.0
11/4/2020,1377.0,2075.0,4164.0
11/5/2020,1375.0,2082.0,4199.0
11/6/2020,1211.0,1828.0,3729.0
11/7/2020,298.0,451.0,926.0
11/8/2020,259.0,398.0,870.0
11/9/2020,1462.0,2203.0,4439.0
11/10/2020,1380.0,2089.0,4194.0
11/11/2020,1110.0,1669.0,3376.0
11/12/2020,1403.0,2118.0,4331.0
11/13/2020,1153.0,1730.0,3473.0
11/14/2020,311.0,485.0,1014.0
11/15/2020,237.0,367.0,784.0
11/16/2020,1641.0,2466.0,5009.0
11/17/2020,1556.0,2343.0,4754.0
11/18/2020,1502.0,2266.0,4595.0
11/19/2020,1352.0,2037.0,4165.0
11/20/2020,1399.0,2101.0,4278.0
11/21/2020,356.0,534.0,1075.0
11/22/2020,242.0,375.0,809.0
11/23/2020,1492.0,2243.0,4524.0
11/24/2020,1457.0,2192.0,4430.0
11/25/2020,1237.0,1861.0,3821.0
11/26/2020,112.0,186.0,418.0
11/27/2020,423.0,636.0,1334.0
11/28/2020,301.0,463.0,996.0
11/29/2020,243.0,380.0,775.0
11/30/2020,1700.0,2552.0,5120.0
12/1/2020,1691.0,2538.0,5134.0
12/2/2020,1528.0,2295.0,4617.0
12/3/2020,1464.0,2206.0,4495.0
12/4/2020,1231.0,1854.0,3765.0
12/5/2020,343.0,519.0,1079.0
12/6/2020,250.0,390.0,858.0
12/7/2020,1548.0,2337.0,4713.0
12/8/2020,1439.0,2169.0,4403.0
12/9/2020,1463.0,2204.0,4492.0
12/10/2020,1295.0,1951.0,3961.0
12/11/2020,1203.0,1817.0,3668.0
12/12/2020,284.0,436.0,875.0
12/13/2020,237.0,371.0,810.0
12/14/2020,1340.0,2024.0,4092.0
12/15/2020,1350.0,2030.0,4080.0
12/16/2020,1494.0,2243.0,4538.0
12/17/2020,1447.0,2178.0,4430.0
12/18/2020,1201.0,1820.0,3692.0
12/19/2020,341.0,519.0,1125.0
12/20/2020,229.0,345.0,766.0
12/21/2020,1347.0,2024.0,4143.0
12/22/2020,1212.0,1822.0,3691.0
12/23/2020,1023.0,1537.0,3164.0
12/24/2020,415.0,640.0,1338.0
12/25/2020,60.0,90.0,278.0
12/26/2020,239.0,365.0,827.0
12/27/2020,178.0,268.0,634.0
12/28/2020,1110.0,1683.0,3441.0
12/29/2020,1109.0,1673.0,3368.0
12/30/2020,1018.0,1535.0,3103.0
12/31/2020,694.0,1050.0,2122.0
1/1/2021,98.0,155.0,334.0
1/2/2021,316.0,489.0,989.0
1/3/2021,233.0,350.0,783.0
1/4/2021,1615.0,2423.0,4895.0
1/5/2021,1470.0,2220.0,4531.0
1/6/2021,1272.0,1915.0,3870.0
1/7/2021,1197.0,1813.0,3717.0
1/8/2021,1167.0,1751.0,3542.0
1/9/2021,280.0,432.0,958.0
1/10/2021,213.0,331.0,664.0
1/11/2021,1252.0,1891.0,3787.0
1/12/2021,1219.0,1832.0,3697.0
1/13/2021,1198.0,1797.0,3601.0
1/14/2021,1196.0,1810.0,3711.0
1/15/2021,1117.0,1686.0,3460.0
1/16/2021,301.0,458.0,977.0
1/17/2021,211.0,325.0,745.0
1/18/2021,896.0,1349.0,2715.0
1/19/2021,1346.0,2030.0,4064.0
1/20/2021,1271.0,1914.0,3854.0
1/21/2021,1235.0,1871.0,3792.0
1/22/2021,1115.0,1675.0,3354.0
1/23/2021,319.0,490.0,1003.0
1/24/2021,243.0,379.0,779.0
1/25/2021,1379.0,2086.0,4241.0
1/26/2021,1341.0,2025.0,4054.0
1/27/2021,1342.0,2015.0,4056.0
1/28/2021,1241.0,1871.0,3761.0
1/29/2021,1055.0,1593.0,3229.0
1/30/2021,335.0,513.0,1110.0
1/31/2021,249.0,383.0,841.0
2/1/2021,1378.0,2071.0,4176.0
2/2/2021,1406.0,2112.0,4312.0
2/3/2021,1375.0,2077.0,4219.0
2/4/2021,1382.0,2077.0,4192.0
2/5/2021,1246.0,1874.0,3757.0
2/6/2021,348.0,536.0,1152.0
2/7/2021,195.0,298.0,611.0
2/8/2021,1265.0,1903.0,3868.0
2/9/2021,1182.0,1786.0,3663.0
2/10/2021,1187.0,1786.0,3657.0
2/11/2021,1194.0,1791.0,3591.0
2/12/2021,996.0,1510.0,3064.0
2/13/2021,321.0,484.0,1032.0
2/14/2021,227.0,342.0,729.0
2/15/2021,739.0,1122.0,2291.0
2/16/2021,1189.0,1803.0,3700.0
2/17/2021,1086.0,1642.0,3352.0
2/18/2021,1075.0,1621.0,3293.0
2/19/2021,1064.0,1601.0,3241.0
2/20/2021,314.0,480.0,1034.0
2/21/2021,240.0,378.0,779.0
2/22/2021,1297.0,1964.0,3993.0
2/23/2021,1363.0,2059.0,4140.0
2/24/2021,1247.0,1882.0,3853.0
2/25/2021,1221.0,1835.0,3731.0
2/26/2021,1272.0,1915.0,3872.0
2/27/2021,289.0,434.0,912.0
2/28/2021,243.0,368.0,809.0
3/1/2021,1400.0,2101.0,4273.0
3/2/2021,1441.0,2176.0,4352.0
3/3/2021,1354.0,2036.0,4119.0
3/4/2021,1195.0,1807.0,3679.0
3/5/2021,1150.0,1736.0,3544.0
3/6/2021,312.0,484.0,1018.0
3/7/2021,249.0,374.0,782.0
3/8/2021,1223.0,1851.0,3703.0
3/9/2021,1250.0,1881.0,3793.0
3/10/2021,1186.0,1791.0,3595.0
3/11/2021,1221.0,1833.0,3725.0
3/12/2021,1267.0,1906.0,3844.0
3/13/2021,326.0,490.0,1008.0
3/14/2021,286.0,433.0,898.0
3/15/2021,1560.0,2352.0,4777.0
3/16/2021,1453.0,2188.0,4429.0
3/17/2021,1393.0,2106.0,4261.0
3/18/2021,1283.0,1932.0,3949.0
3/19/2021,1049.0,1575.0,3173.0
3/20/2021,302.0,462.0,928.0
3/21/2021,234.0,354.0,727.0
3/22/2021,1613.0,2422.0,4860.0
3/23/2021,1412.0,2138.0,4288.0
3/24/2021,1304.0,1967.0,3937.0
3/25/2021,1313.0,1985.0,4053.0
3/26/2021,1260.0,1900.0,3847.0
3/27/2021,325.0,495.0,1026.0
3/28/2021,255.0,398.0,886.0
3/29/2021,1455.0,2190.0,4435.0
3/30/2021,1346.0,2036.0,4163.0
3/31/2021,1334.0,2003.0,4105.0
4/1/2021,1374.0,2073.0,4171.0
4/2/2021,963.0,1451.0,2954.0
4/3/2021,249.0,374.0,766.0
4/4/2021,150.0,242.0,548.0
4/5/2021,1389.0,2084.0,4248.0
4/6/2021,1380.0,2074.0,4164.0
4/7/2021,1232.0,1852.0,3792.0
4/8/2021,1170.0,1766.0,3556.0
4/9/2021,1036.0,1568.0,3218.0
4/10/2021,289.0,439.0,920.0
4/11/2021,193.0,305.0,651.0
4/12/2021,1285.0,1937.0,3876.0
4/13/2021,1171.0,1762.0,3545.0
4/14/2021,1171.0,1773.0,3612.0
4/15/2021,1230.0,1850.0,3798.0
4/16/2021,1159.0,1739.0,3487.0
4/17/2021,300.0,462.0,959.0
4/18/2021,210.0,330.0,717.0
4/19/2021,1274.0,1928.0,3938.0
4/20/2021,1291.0,1944.0,3949.0
4/21/2021,1283.0,1929.0,3865.0
4/22/2021,1210.0,1824.0,3661.0
4/23/2021,1058.0,1587.0,3211.0
4/24/2021,261.0,399.0,836.0
4/25/2021,229.0,344.0,770.0
4/26/2021,1392.0,2094.0,4278.0
4/27/2021,1336.0,2014.0,4038.0
4/28/2021,1220.0,1831.0,3737.0
4/29/2021,1094.0,1661.0,3391.0
4/30/2021,1119.0,1689.0,3440.0
